entity_id,canonical_entity_name,first_seen_period,last_seen_period,num_periods,chain_id
74FD47AD2663BD23,ACTS RETIREMENT-LIFE COMMUNITIES,2025-11,2025-11,1,9.0
7555E26638C3B4F8,ARISTACARE,2025-11,2025-11,1,45.0
756A8436D41923CB,CONSULATE HEALTH CAREINDEPENDENCE LIVING CENTERSNSPIRE HEALTHCARERAYDIANT HEALTH CARE,2025-11,2025-11,1,158.0
7575F2F3FC542315,ARBORS AT OHIO,2025-11,2025-11,1,41.0
770A87099E79DDD9,THE ENSIGN GROUP,2025-11,2025-11,1,507.0
77A34DF3A7A4F28A,PACIFIC RETIREMENT SERVICES,2025-11,2025-11,1,391.0
77AFC5C4B8A1F43C,GABRIEL SEBBAG & THE SAMARA FAMILY,2025-11,2025-11,1,786.0
77CA84EDF7B31B1E,ALPHA SNF MA,2025-11,2025-11,1,680.0
78598CD0CF478D00,ATHENA HEALTHCARE SYSTEMS,2025-11,2025-11,1,52.0
79117EF7D58B51FB,RMG CAPITAL PARTNERS,2025-11,2025-11,1,793.0
79580739BE96C573,CRYSTAL SOLORZANO,2025-11,2025-11,1,752.0
798FE247A1563BAC,CENTENNIAL HEALTHCARE,2025-11,2025-11,1,750.0
79EFF454FA14AB5B,ELEVATE CARE,2025-11,2025-11,1,197.0
79F96BC4E592B576,GENERATIONS HEALTHCARE,2025-11,2025-11,1,236.0
7A2D04727157DA4C,DAKAVIA,2025-11,2025-11,1,178.0
7B33F91BBE5C4218,AOM HEALTHCARE,2025-11,2025-11,1,37.0
7BC8ABF2AD1595F2,ELDERWOOD,2025-11,2025-11,1,196.0
7BDE8CFE99983A70,EL DORADO NURSING AND REHABILITATION,2025-11,2025-11,1,609.0
7C74EC0FD92DD895,WESTMINSTER COMMUNITIES OF FLORIDA,2025-11,2025-11,1,563.0
7CF56F553F144922,FIRST ATLANTIC HEALTHCARE,2025-11,2025-11,1,221.0
7D3CCE89F8B5AF16,BENJAMIN LANDA,2025-11,2025-11,1,646.0
7D591D3E6306CE9A,OHANA PACIFIC MANAGEMENT CO.,2025-11,2025-11,1,382.0
7DB7DD34B0A134C1,PHOENIX SENIOR LIVING,2025-11,2025-11,1,402.0
7E420293D0657808,CROWNE HEALTH CARE,2025-11,2025-11,1,174.0
7E57F4473330D762,BALLAD HEALTH,2025-11,2025-11,1,67.0
7E5DC5295ABAB56F,CYPRESS SKILLED NURSING,2025-11,2025-11,1,176.0
7EBCDAA51C1CA693,MADISON CREEK PARTNERS,2025-11,2025-11,1,328.0
7F19E0C1E15D7AC9,AXIOM HEALTHCARE,2025-11,2025-11,1,746.0
7FDA4135386E674C,MAPLE SPRINGS LIVING,2025-11,2025-11,1,333.0
7FFF42664BF9087F,AVID HEALTHCARE GROUP,2025-11,2025-11,1,700.0
8092A1996BAF7F24,CROWN HEALTHCARE GROUP,2025-11,2025-11,1,173.0
81692FC7D0EBBF25,EDEN HEALTHCARE,2025-11,2025-11,1,191.0
81AD531F76CF4811,SUMMIT HEALTHCARE CONSULTING,2025-11,2025-11,1,796.0
8227751EA4E83BDE,SIGNATURE HEALTHCARE,2025-11,2025-11,1,474.0
823B03BDCB3DA1CE,STEIN LTC,2025-11,2025-11,1,490.0
824F78712F8CA0C8,AVANTE CENTERS,2025-11,2025-11,1,59.0
82903D5870C4EE00,ACCURA HEALTHCARE,2025-11,2025-11,1,8.0
82A128232AEC9F9A,LIFEBRITE HOSPITAL GROUP,2025-11,2025-11,1,654.0
82C6446A4B057519,OPTIMA CARE,2025-11,2025-11,1,386.0
82EE49CB014B559F,HEALTH DIMENSIONS GROUP,2025-11,2025-11,1,821.0
83061F8A1AC3D869,NORTHWOOD HEALTHCARE GROUP,2025-11,2025-11,1,772.0
83E81D9F47B24641,CASCADE CAPITAL GROUP,2025-11,2025-11,1,735.0
843EE451DC3FEEF8,CELEBRATE SENIOR LIVING,2025-11,2025-11,1,647.0
84BD5FB2AEA067F1,MISSION HEALTH SERVICES,2025-11,2025-11,1,355.0
8500DADA490B0170,EXCELCARE,2025-11,2025-11,1,757.0
852987BDC83BF0ED,CARMELITE SISTERS FOR THE AGED AND INFIRMED,2025-11,2025-11,1,115.0
86668A46E24E6E2A,PLANTATION MANAGEMENT COMPANY,2025-11,2025-11,1,406.0
86BF22A64677B09A,BHI SENIOR LIVING,2025-11,2025-11,1,80.0
86F64EB92EBA5F98,SOUTHERN ADMINISTRATIVE SERVICES,2025-11,2025-11,1,480.0
8729EB097FC391A6,WECARE CENTERS,2025-11,2025-11,1,705.0
87362203315C1D09,JOURNEY HEALTHCARE,2025-11,2025-11,1,766.0
876E86AE1CD80172,THE SPRINGS ARKANSAS,2025-11,2025-11,1,516.0
877752E5D8473E38,CARDON & ASSOCIATES,2025-11,2025-11,1,105.0
87A10B8C424250A2,VIA CHRISTI VILLAGES,2025-11,2025-11,1,825.0
89F4805C9ABCDFC4,WVU MEDICINE,2025-11,2025-11,1,571.0
8ABE685E832D4AE0,PROGRESSIVE HEALTH CARE CENTERS,2025-11,2025-11,1,426.0
8B653B8ADD05FDA0,ARBORETA HEALTHCARE,2025-11,2025-11,1,618.0
8BC3EC23C6A1395D,CHELSEA JEWISH LIFECARE,2025-11,2025-11,1,138.0
8C1EBF564C33D794,OPTALIS HEALTH & REHABILITATION,2025-11,2025-11,1,601.0
8CFE3DE2E026A2F0,PROMONTORY HEALTHCARE,2025-11,2025-11,1,428.0
8D2A9519E897BD0D,CAPSTONE MANAGEMENT,2025-11,2025-11,1,102.0
8E005E9A40D33E9D,LIFESPARK,2025-11,2025-11,1,316.0
8E24024C28F8A93E,CHAMPION CARE,2025-11,2025-11,1,134.0
8E6C03B495649E36,PREMIER HEALTHCARE OF ILLINOIS,2025-11,2025-11,1,410.0
8EA6369B26D6F49F,COMPLETE CARE,2025-11,2025-11,1,157.0
8F99BE6B744305DE,"COMPASS HEALTH, INC.",2025-11,2025-11,1,156.0
8FF2C1277570EC66,HARBORVIEW HEALTH SYSTEMS,2025-11,2025-11,1,246.0
9059F44EFEBBE440,HEALTH CARE MANAGEMENT GROUP,2025-11,2025-11,1,254.0
90D87D8F56B7EA34,ADVANCED HEALTH CARE,2025-11,2025-11,1,11.0
91FD795FA73B9D98,"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",2025-11,2025-11,1,803.0
920F0DB3CB3EF71A,THE GOODMAN GROUP,2025-11,2025-11,1,508.0
92579CEFDA705342,RIVERSIDE HEALTH SYSTEM,2025-11,2025-11,1,453.0
925C3F1FF0439577,ASCENT HEALTHCARE MANAGEMENT,2025-11,2025-11,1,799.0
931C56D4D38DF65B,DELMAR GARDENS,2025-11,2025-11,1,180.0
933E006E15659A8F,CARING PLACE HEALTHCARE GROUP,2025-11,2025-11,1,114.0
933F1080E9F66F6C,DOVE HEALTHCARE,2025-11,2025-11,1,187.0
9429C4AF0C0AC5B0,NEURORESTORATIVE,2025-11,2025-11,1,367.0
9471E8B238ED7324,MICHAEL FEIST,2025-11,2025-11,1,769.0
94C9A3FBF2C25F3C,ROCKY MOUNTAIN CARE,2025-11,2025-11,1,455.0
94F55214D2DA1DF3,CASSIA,2025-11,2025-11,1,120.0
955B6069E5C3BB4A,THE MCGUIRE GROUP,2025-11,2025-11,1,510.0
96340A78C5892DFB,INFINITY HEALTHCARE CONSULTING,2025-11,2025-11,1,763.0
96356F2F127EF371,CHARIS TRUST DTD 122216,2025-11,2025-11,1,136.0
96AA6C5B8D738420,COUNTRY CLUB REHABILITATION CAMPUS,2025-11,2025-11,1,164.0
97084F5E98600A34,"OKLAHOMA NURSING HOMES, LTD.",2025-11,2025-11,1,384.0
971815CF8D81A933,GOLD FL TRUST II,2025-11,2025-11,1,594.0
971CEB1A43D532B6,CIRCLE B ENTERPRISES,2025-11,2025-11,1,145.0
97449BF6DA129796,DAVID VANN & BOYD WRIGHT,2025-11,2025-11,1,723.0
981710AF6D8FBDED,ANEW HEALTHCARE,2025-11,2025-11,1,35.0
9879A8D3F465F00C,GULF COAST LTC PARTNERS,2025-11,2025-11,1,243.0
988977F0E7AD506D,INGLESIDE ENGAGED LIVING,2025-11,2025-11,1,284.0
98926A9964EF71B8,NAHS,2025-11,2025-11,1,362.0
98C9A0E0A7F2C3F5,CAPSTONE HEALTHCARE,2025-11,2025-11,1,801.0
98E2C74C9129B599,HUNTSVILLE HOSPITAL HEALTH SYSTEM,2025-11,2025-11,1,610.0
999CA063B6346098,LEGACY NURSING & REHABILITATION,2025-11,2025-11,1,307.0
99ADDC0D29883D3F,AVALON HEALTH CARE,2025-11,2025-11,1,57.0
99BDD8A08EC55A2A,OTTERBEIN SENIORLIFE,2025-11,2025-11,1,389.0
9A09B10F7CAE27BB,VRC MANAGEMENT,2025-11,2025-11,1,555.0
9A71737E9E5029CC,SOLARIS HEALTHCARE,2025-11,2025-11,1,477.0
9AC18009087F168A,SENIOR LIVING COMMUNITIES,2025-11,2025-11,1,470.0
9BF35B3EF512311F,WHITE OAK MANAGEMENT,2025-11,2025-11,1,564.0
9BF979884BDAB69B,ABRAHAM BAK & MENACHEM GASTWIRTH,2025-11,2025-11,1,4.0
9C8621564A406615,"PEAK RESOURCES, INC.",2025-11,2025-11,1,397.0
9C8C401A785B53C5,ADVINIACARE,2025-11,2025-11,1,16.0
9CC28B1C036CD487,PACS GROUP,2025-11,2025-11,1,690.0
9D4A8964CDD7FEFF,MOMENTUM SKILLED SERVICES,2025-11,2025-11,1,360.0
9DA0538CA939636E,DIVERSICARE HEALTHCARE,2025-11,2025-11,1,185.0
9EE54DBA3959A8D7,UPMC SENIOR COMMUNITIES,2025-11,2025-11,1,537.0
9F6C13A0238550B4,EBENEZER SENIOR LIVING,2025-11,2025-11,1,784.0
9FEDBAA54D3DF61D,SHLOMO RECHNITZ,2025-11,2025-11,1,678.0
A0EDA854C4EA32A4,"ABBY GL, LLC",2025-11,2025-11,1,1.0
A1561E50BA1B04CC,RIGHTCARE HEALTH SERVICES,2025-11,2025-11,1,806.0
A1879285707F4C17,BEDROCK CARE,2025-11,2025-11,1,72.0
A18D5C04CF8CE2B2,PARAMOUNT HEALTHCARE CONSULTANTS,2025-11,2025-11,1,396.0
A1B84199060BF7F8,ELDER OUTREACH NURSING & REHABILITATION,2025-11,2025-11,1,194.0
A1DD6A8789C62EE1,PRESTIGE CARE CENTER,2025-11,2025-11,1,602.0
A2F22DA345D179CD,MISSION POINT HEALTHCARE SERVICES,2025-11,2025-11,1,356.0
A395F35906ADF905,CHARLESTON HEALTHCARE GROUP,2025-11,2025-11,1,137.0
A3BA83A7F4756D65,FRONT PORCH,2025-11,2025-11,1,229.0
A3BF44B28E79FECC,"EPISCOPAL RETIREMENT HOMES, INC.",2025-11,2025-11,1,711.0
A3DE0E27B79ADC11,CASTLE HEALTHCARE,2025-11,2025-11,1,121.0
A441C2BDDD2DB473,ECUMEN,2025-11,2025-11,1,696.0
A479C99523735CD2,PACIFIC HEALTHCARE HOLDINGS,2025-11,2025-11,1,792.0
A507673ECE1DE4B4,EPHRAM LAHASKY,2025-11,2025-11,1,205.0
A5C1FEB3125B9095,PRIORITY HEALTHCARE GROUP,2025-11,2025-11,1,424.0
A621EFA12B163DC9,SANFORD HEALTH GOOD SAMARITAN PROSPERA,2025-11,2025-11,1,464.0
A69C672A979D1536,LITTLE SISTERS OF THE POOR,2025-11,2025-11,1,319.0
A71D53F80CDDD828,OAKBEND MEDICAL CENTER,2025-11,2025-11,1,579.0
A81FFF7C2316C136,THE MANDELBAUM FAMILY,2025-11,2025-11,1,798.0
A8A37859C6C4269C,CROSSROADS MEDICAL MANAGEMENT,2025-11,2025-11,1,172.0
A8DB3561BFF1F738,BONCREST RESOURCE GROUP,2025-11,2025-11,1,86.0
A8F5A7DC20E12EA9,ASCENSION HEALTH,2025-11,2025-11,1,809.0
A925888128B7A8FB,CITIZENS MEMORIAL HEALTH CARE,2025-11,2025-11,1,148.0
A961EC9443B637E2,SYMPHONY CARE NETWORK,2025-11,2025-11,1,501.0
AA0B888ED7C40F44,YAD HEALTHCARE,2025-11,2025-11,1,640.0
AA2E18ABCEB0B8A6,THE GRAND HEALTHCARE,2025-11,2025-11,1,509.0
AAD18125F76F590F,BEDROCK HEALTHCARE,2025-11,2025-11,1,73.0
AAD9AB698E4B20B0,ST. FRANCIS HEALTH SERVICES,2025-11,2025-11,1,487.0
AAFE6ACCEC8E23B7,THE WELLBRIDGE GROUP,2025-11,2025-11,1,517.0
AB6FDB5E7BEECF3B,SENIOR HEALTH SOUTH,2025-11,2025-11,1,729.0
AC5A770E197C3D4E,CRESTPARK,2025-11,2025-11,1,722.0
AD14124938BDE459,ARIA HEALTHCARE,2025-11,2025-11,1,818.0
AD6A7FFB54239DD6,ICARE CONSULTING SERVICES,2025-11,2025-11,1,762.0
ADFA8B19581EE941,IMPERIAL HEALTHCARE GROUP,2025-11,2025-11,1,282.0
AEB5490E556CBDB8,GOOD SAMARITAN SOCIETY,2025-11,2025-11,1,726.0
AF3DB319D1CE0BCB,CERTUS HEALTHCARE,2025-11,2025-11,1,132.0
AFCC48438E7FDEE3,ML HEALTHCARE,2025-11,2025-11,1,358.0
AFD590BE3D2B0549,HELIA HEALTHCARE,2025-11,2025-11,1,263.0
B00A83E5261B8DA6,MICHAEL SLYK,2025-11,2025-11,1,789.0
B173932D4D180078,ONYX HEALTH,2025-11,2025-11,1,385.0
B181ED1FADD7FFD3,PRUITTHEALTH,2025-11,2025-11,1,434.0
B185D8C8A6FBE926,LIFE CARE SERVICES,2025-11,2025-11,1,312.0
B18E55BB3D736199,AZRIA HEALTH,2025-11,2025-11,1,64.0
B1ADCC54729C7F1F,ACCELA HEALTHCARE,2025-11,2025-11,1,733.0
B210B275807E7545,CONTINUING HEALTHCARE SOLUTIONS,2025-11,2025-11,1,159.0
B31796CA0D6ECE54,MAGNOLIA MANOR SENIOR LIVING,2025-11,2025-11,1,329.0
B396A3009BBFE51F,PRESTIGE CARE,2025-11,2025-11,1,417.0
B39CA0C2EF433CC6,VETTER SENIOR LIVING,2025-11,2025-11,1,547.0
B3E2E4B7F480BF7C,"HEALTH CARE FACILITY MANAGEMENT, LLC",2025-11,2025-11,1,814.0
B43C3ED02307F797,ALLEGIANT HEALTHCARE,2025-11,2025-11,1,22.0
B4AA0FD80AB24C81,THE CHRISTIAN AND MISSIONARY ALLIANCE,2025-11,2025-11,1,717.0
B557379A1A79B5E5,ARCADIA CARE,2025-11,2025-11,1,42.0
B59B9E04566E81B4,NORTH MISSISSIPPI HEALTH SERVICES,2025-11,2025-11,1,376.0
B60650574E97DA66,PRIORITY MANAGEMENT,2025-11,2025-11,1,425.0
B615EBB4871D96F2,EMERALD HEALTHCARE,2025-11,2025-11,1,630.0
B61A9A8D7BB5EA94,TENNESSEE STATE VETERANS HOME,2025-11,2025-11,1,704.0
B627D1D82652F216,ARBOR CARE CENTERS,2025-11,2025-11,1,40.0
B6BD9F4C45765315,FOCUSED POST ACUTE CARE PARTNERS,2025-11,2025-11,1,224.0
B6C732B1AEA56FF6,"HEALTH CONCEPTS, LTD.",2025-11,2025-11,1,255.0
B7211811E7470171,KISSITO HEALTHCARE,2025-11,2025-11,1,302.0
B7344665B213CF03,LINKS HEALTHCARE GROUP,2025-11,2025-11,1,318.0
B73A287C486928D0,QUALITY LIFE SERVICES,2025-11,2025-11,1,436.0
B7683DE0BF22120A,BENEDICTINE HEALTH SYSTEM,2025-11,2025-11,1,75.0
B787C13319DF8979,NEW YORK CITY HEALTH HOSPITALS,2025-11,2025-11,1,368.0
B815E280EB19BAE2,TRILOGY HEALTH SERVICES,2025-11,2025-11,1,524.0
B86648F5172BC105,"SNF CARE CENTERS, LLC",2025-11,2025-11,1,816.0
B8C1A200C309CA79,NEXCARE HEALTH SYSTEMS,2025-11,2025-11,1,369.0
B8E5190AE0F17242,GUARDIAN ELDER CARE,2025-11,2025-11,1,242.0
B8FBC70AC65E53D0,PARAGON HEALTHNET,2025-11,2025-11,1,395.0
B97C632FB652F699,NATIONWIDE HEALTHCARE SERVICES,2025-11,2025-11,1,366.0
B9BD98AD1C2E64EA,ALLAIRE HEALTH SERVICES,2025-11,2025-11,1,21.0
B9E55B3D060742E5,CROSS HEALTHCARE MANAGEMENT,2025-11,2025-11,1,751.0
BA327DA183BCED4B,ASPIRE SENIOR LIVING,2025-11,2025-11,1,51.0
BAC495EBBBEC169E,METHODIST RETIREMENT COMMUNITIES,2025-11,2025-11,1,822.0
BB6BA16F2464181E,TLC MANAGEMENT,2025-11,2025-11,1,520.0
BBDAFC798211BEA2,UNIVERSITY OF VERMONT HEALTH NETWORK,2025-11,2025-11,1,535.0
BC030B6B816E62A8,MARQUIS HEALTH SERVICES,2025-11,2025-11,1,336.0
BCC15E56A59F54AE,TRAYLOR PORTER HEALTHCARE,2025-11,2025-11,1,782.0
BD17DFED0FF5CDFC,FUTURE CARELIFEBRIDGE HEALTH,2025-11,2025-11,1,232.0
BEDBE6C5928053CC,ASCENSION LIVING,2025-11,2025-11,1,48.0
BF1E51EEFB6399E1,MILLENNIUM HEALTH SYSTEMS,2025-11,2025-11,1,351.0
BF2898F3AA23271A,PRESBYTERIAN MANORS OF MID-AMERICA,2025-11,2025-11,1,413.0
BF63595E1AB9AA9C,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,2025-11,2025-11,1,411.0
C02B4F2473E9F9B9,REGALCARE,2025-11,2025-11,1,439.0
C0767A0EDCD06062,HAMILTON COUNTY HOSPITAL DISTRICT,2025-11,2025-11,1,589.0
C0D06DEC51D6818E,BANECARE MANAGEMENT,2025-11,2025-11,1,68.0
C0D16BE753932D92,WINDSOR,2025-11,2025-11,1,566.0
C107E078E79B2908,MARINER HEALTH CARE,2025-11,2025-11,1,334.0
C136CE637D360BD9,ARCHCARE,2025-11,2025-11,1,43.0
C17BDFAF620E3D70,BEAR MOUNTAIN HEALTHCARE,2025-11,2025-11,1,70.0
C1B6070AA92E2A44,POLLAK HOLDINGS,2025-11,2025-11,1,408.0
C1DD1F3315B65785,CITADEL CARE CENTERS,2025-11,2025-11,1,146.0
C22D49E0FA3C913C,ALLIANCE HEALTH & HUMAN SERVICES,2025-11,2025-11,1,23.0
C254C3E37687C325,LORIEN HEALTH SERVICES,2025-11,2025-11,1,324.0
C2CCA78983127515,BUCKNER RETIREMENT SERVICES,2025-11,2025-11,1,706.0
C39727A22145E140,TRIO HEALTHCARE,2025-11,2025-11,1,528.0
C3F59B34C09916F0,CALDERA CARE,2025-11,2025-11,1,97.0
C4135EB534B0FEB4,HURLBUT CARE,2025-11,2025-11,1,275.0
C480C60DCCF84146,ABRAHAM SMILOW,2025-11,2025-11,1,808.0
C4C11D96226E357F,RESIDENTIAL ALTERNATIVES OF ILLINOIS,2025-11,2025-11,1,450.0
C4F22E7A2D6FCA62,ONEILL HEALTHCARE,2025-11,2025-11,1,380.0
C59BE6E036FAA915,"PERSONAL HEALTHCARE, LLC",2025-11,2025-11,1,398.0
C6356E7E07923E37,DAVID OBERLANDER,2025-11,2025-11,1,812.0
C65BA66F7D987506,CORNERSTONE GROUP HOLDINGS,2025-11,2025-11,1,162.0
C7EDCB3800D5BA11,SUMMIT LTC,2025-11,2025-11,1,496.0
C87B3BD27B542FAF,SANDSTONE HEALTHCARE GROUP,2025-11,2025-11,1,463.0
C988EC60FCE48F50,ENGAGE HEALTHCARE,2025-11,2025-11,1,755.0
CA2687E3A57B30CA,PRIME HEALTHCARE MANAGEMENT,2025-11,2025-11,1,421.0
CAEFFA93FE342C1B,BEACON HEALTH MANAGEMENT,2025-11,2025-11,1,69.0
CB1A4EF31F79328C,JAMES & JUDY LINCOLN,2025-11,2025-11,1,290.0
CBA20E53B5779E7E,NEXION HEALTH,2025-11,2025-11,1,370.0
CC87197B0E4AE3F1,MONUMENT HEALTH GROUP,2025-11,2025-11,1,770.0
CD54E7D290DC85A0,PEARL HEALTHCARE,2025-11,2025-11,1,595.0
CDDBD29E9B7ADA61,MAXIMUS HEALTHCARE GROUP,2025-11,2025-11,1,338.0
CE084E35B0963DFD,SABA HEALTHCARE,2025-11,2025-11,1,777.0
CE643AEE07960981,VALLEY WEST HEALTH,2025-11,2025-11,1,744.0
CE73C65BF14FCCEE,MEDILODGE,2025-11,2025-11,1,345.0
CE9B6747003E3DB2,PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,2025-11,2025-11,1,418.0
CF2675735E7F11E1,RELIANT CARE MANAGEMENT,2025-11,2025-11,1,446.0
CFDAB8CD63B663F6,ESSENTIAL HEALTHCARE,2025-11,2025-11,1,212.0
D03C1F5BC354B6C8,NHS MANAGEMENT,2025-11,2025-11,1,372.0
D101F81E4FA85F03,VIBRA HEALTHCARE,2025-11,2025-11,1,549.0
D18E82B110A37D22,MILLERS MERRY MANOR,2025-11,2025-11,1,352.0
D239BCB9A1C030E7,FOURCOOKS SENIOR CARE,2025-11,2025-11,1,759.0
D253B5E772EDF1CF,CYPRESS HEALTHCARE GROUP,2025-11,2025-11,1,175.0
D2817E265485E303,THE ALDEN NETWORK,2025-11,2025-11,1,504.0
D361FF4D7BB62EF6,THE SHERMAN FAMILY,2025-11,2025-11,1,781.0
D3B3AEC121C8F8FD,IGNITE MEDICAL RESORTS,2025-11,2025-11,1,279.0
D477A6DE75258269,PALLADIAN HEALTHCARE,2025-11,2025-11,1,393.0
D4B1737B7DC5DF9C,APERION CARE,2025-11,2025-11,1,38.0
D4BCF4EC9DF44ED7,DIOCESAN HEALTH FACILITIES,2025-11,2025-11,1,184.0
D5732B79D3ECC55E,CREST HEALTHCARE CONSULTING,2025-11,2025-11,1,170.0
D58C6FE1405BB92A,LIBERTY SENIOR LIVING,2025-11,2025-11,1,310.0
D5E44766CF31CA2D,PAVILION HEALTHCARE,2025-11,2025-11,1,612.0
D60E145AABBBB56F,ANTHONY & BRYAN ADAMS,2025-11,2025-11,1,36.0
D6BFF7D5BAB62139,FOUNDATIONS HEALTH SOLUTIONS,2025-11,2025-11,1,225.0
D7AECECC8BECF887,MARSH POINTE MANAGEMENT,2025-11,2025-11,1,337.0
D7CBE3B046CDFC2F,ELEVATION HEALTHCARE,2025-11,2025-11,1,686.0
D891345947174DDB,THE PAVILION GROUP,2025-11,2025-11,1,514.0
D92AD0F0F358E079,LUTHERAN SERVICES CAROLINAS,2025-11,2025-11,1,327.0
D9E19DCB19438BE4,"WISCONSIN ILLINOIS SENIOR HOUSING, INC.",2025-11,2025-11,1,569.0
DA1AB4107D4F91BD,COLUMBINE HEALTH SYSTEMS,2025-11,2025-11,1,707.0
DA673F9C11D322F5,AYDEN HEALTHCARE,2025-11,2025-11,1,63.0
DAD184EFAFB0D509,VENTURA SERVICES FLORIDA,2025-11,2025-11,1,544.0
DAFAD0A832CA8E76,EVERTRUE,2025-11,2025-11,1,785.0
DB058C05061EDDD5,VERITAS MANAGEMENT GROUP,2025-11,2025-11,1,545.0
DB1D80329EF4040F,BAYSHIRE SENIOR COMMUNITIES,2025-11,2025-11,1,682.0
DBFBA99B1A6439E0,COMMUNITY CARE CENTERS,2025-11,2025-11,1,154.0
DC6F0932AA09E33F,GOLDWATER CARE,2025-11,2025-11,1,699.0
DE1E7AB5469CE1CE,WEST HARBOR HEALTHCARE,2025-11,2025-11,1,596.0
DEE7A06E3DB296A0,ROYAL HEALTH GROUP,2025-11,2025-11,1,457.0
DEF47BD7D4CFA1D9,PERSONAL HEALTHCARE MANAGEMENT,2025-11,2025-11,1,677.0
DF07CD33EA077C95,ADVENTIST HEALTH,2025-11,2025-11,1,671.0
DFE8B124B0F57768,LIFEWORKS REHAB,2025-11,2025-11,1,768.0
E05051C69D3DB7EB,MGM HEALTHCARE,2025-11,2025-11,1,348.0
E0A7A4F8159CD72C,COREWELL HEALTH,2025-11,2025-11,1,721.0
E0D4D05A5E019BA8,MORDECHAI WEISZ,2025-11,2025-11,1,712.0
E12D2CB9C635CC89,SABER HEALTHCARE GROUP,2025-11,2025-11,1,461.0
E21F674A538031E5,THE ROSENBERG FAMILY,2025-11,2025-11,1,685.0
E30045A63A6156C1,PALM GARDEN HEALTH AND REHABILITATION,2025-11,2025-11,1,394.0
E40A150C3EA6CDA2,LME FAMILY HOLDINGS,2025-11,2025-11,1,321.0
E6A1E7F158258427,IMMANUEL,2025-11,2025-11,1,281.0
E6D1315DDB1A692E,SUNRISE SENIOR LIVING,2025-11,2025-11,1,498.0
E7617275C7D86314,THE PEPLINSKI GROUP,2025-11,2025-11,1,515.0
E784AFA0947F287B,MAJESTIC CARE,2025-11,2025-11,1,331.0
E7B0337E49896523,AMERICAN SENIOR COMMUNITIES,2025-11,2025-11,1,33.0
E8012716EA8EA434,SYNERGY SENIOR CARE,2025-11,2025-11,1,502.0
E90CA6AEB4C4FB68,ASBURY COMMUNITIES,2025-11,2025-11,1,47.0
E9544B3AF513195D,EVA CARE GROUP,2025-11,2025-11,1,213.0
E99CA12161217F77,AJC HEALTHCARE,2025-11,2025-11,1,616.0
E9EA8A6FB87A4C99,KINGSTON HEALTHCARE,2025-11,2025-11,1,301.0
EB0861D467C0DA88,THE MAYER FAMILY,2025-11,2025-11,1,780.0
EB267503680128AF,TOUCHSTONE COMMUNITIES,2025-11,2025-11,1,521.0
EBE3F0D34DC56D02,SKLD,2025-11,2025-11,1,475.0
EC0C3EF5C191FCD5,KALESTA HEALTHCARE GROUP,2025-11,2025-11,1,297.0
ECC3A6A795F24BF2,ENVIVE HEALTHCARE,2025-11,2025-11,1,204.0
